path,page,text,parsed_text
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,15,"Interpretazione dei dati•I dati debbono spesso essere intrepretati•Talvolta senza interpretazione non significano niente (e non servono a niente)
01/10/2020Basi di dati I ---124",interpretazione datii dati debbono spesso essere intrepretatitalvolta senza interpretazione significano niente servono niente basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,16,"01/10/202025Interpretazione dei dati
Basi di dati I ---1
Torsdag: giovedì",interpretazione dati basi dati torsdag gioved
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,17,"Il mio orologio
01/10/202027
Basi di dati I ---1",orologio basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,18,"Quando arrivo in ufficio, spesso mi dice …Pedalata fantastica! ma…
01/10/202028
Basi di dati I ---1",quando arrivo ufficio spesso dice pedalata fantastica ma basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,19,"01/10/2020Basi di dati I ---129Gestione delle informazioni•I dati sono spesso il risultato di forme di organizzazione e codifica delle informazioni•Ad esempio, nei servizi anagrafici e nel riferimento a persone–descrizioni discorsive –nome e cognome–estremianagrafici–codicefiscale",basi dati gestione informazionii dati spesso risultato forme organizzazione codifica informazioniad esempio servizi anagrafici riferimento personedescrizioni discorsive nome cognomeestremianagraficicodicefiscale
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,20,"01/10/2020Basi di dati I ---131Base di dati (accezionegenerica,metodologica)•Insieme organizzato di dati utilizzati per il supporto allo svolgimento delle attività di un ente (azienda, ufficio, persona)(accezione specifica, metodologicae tecnologica) •Insieme organizzato di dati [...] gestito da un DBMS ",basi dati base dati accezionegenericametodologicainsieme organizzato dati utilizzati supporto svolgimento attivit ente azienda ufficio personaaccezione specifica metodologicae tecnologica insieme organizzato dati gestito
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,21,01/10/2020Basi di dati I ---134Sistema di gestione di basi di datiDataBase Management System (DBMS)•Sistemache gestisce collezioni di dati: –grandi–persistenti–condivisegarantendo –privatezza–affidabilità–efficienza–efficacia,basi dati sistema gestione basi dati data base management system ssistemache gestisce collezioni dati grandipersistenticondivisegarantendo privatezzaaffidabilitefficienzaefficacia
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,22,01/10/2020Basi di dati I ---135DBMS•Prodotti software (complessi) disponibili sul mercato; esempi:–DB2–Oracle–SQLServer–MySQL–PostgreSQL,basi dati msprodotti software complessi disponibili mercato esempid boracles servermy lpostgre
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,23,"01/10/2020Basi di dati I ---139Le basi di dati sono ... condivise•Ad esempio, all'università, le informazioni sui professori interessano–all'ufficio del personale–per l'orario delle lezioni–per la verbalizzazione degli esami  ",basi dati basi dati condivisead esempio alluniversit informazioni professori interessanoallufficio personaleper lorario lezioniper verbalizzazione esami
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.1-Intro.pdf,24,"01/10/2020Basi di dati I ---187Personaggi e interpreti •progettistie realizzatori di DBMS•progettisti della base di datie amministratori della base di dati (DBA) •progettistie programmatori di applicazioni•utenti–utenti finali(terminalisti): eseguono programmi, applicazioni predefinite–utenti casuali: eseguono operazioni non previste a priori, usando linguaggi interattivi ",basi dati personaggi interpreti progettistie realizzatori sprogettisti base datie amministratori base dati progettistie programmatori applicazioniutentiutenti finaliterminalisti eseguono programmi applicazioni predefiniteutenti casuali eseguono operazioni previste priori usando linguaggi interattivi
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,0,Basi di dati2IL MODELLO RELAZIONALE05/10/2020Basi di dati I ---22,basi dati basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,1,"Organizzazione dei dati•Come sono organizzati i dati in una base di dati?
05/10/2020Basi di dati I ---24",organizzazione daticome organizzati dati base dati basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,2,"05/10/2020Basi di dati I ---25Modello dei dati•Insieme di costrutti secondo cui i dati di interesse sono organizzati e utilizzati•Esempio: •il modello relazionaleprevede il costrutto relazione(o tabella), che permette di definire insiemi di record (righe) omogenei ",basi dati modello datiinsieme costrutti secondo dati interesse organizzati utilizzatiesempio il modello relazionaleprevede costrutto relazioneo tabella permette definire insiemi record righe omogenei
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,3,"05/10/2020Basi di dati I ---26I modelli logici dei dati •“Tradizionali“•... relazionale •Altri più recenti: •a oggetti, XML, ""NoSQL"" ",basi dati modelli logici dati tradizionali relazionale altri recenti oggetti
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,4,"05/10/2020Basi di dati I ---28MatricolaCognomeNomeData di nascita6554RossiMario05/12/19788765NeriPaolo03/11/19763456RossiMaria01/02/19789283VerdiLuisa12/11/1979studenti
CodiceTitoloDocente01AnalisiMario02ChimicaBruni04ChimicaVerdicorsiStudenteVotoCorso345630043456240292832801esami65542601",basi dati matricola cognome nome data nascita rossi mario neri paolo rossi maria verdi luisastudenti codice titolo docente analisi mario chimica bruni chimica verdicorsi studente voto corsoesami
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,5,"05/10/2020Basi di dati I ---210Modello ""relazionale""•relazione matematica ... (alla lavagna)",basi dati modello relazionalerelazione matematica alla lavagna
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,6,05/10/2020Basi di dati I ---211,basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,7,05/10/2020Basi di dati I ---212,basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,8,"Due osservazioni importanti•Struttura non posizionale•Modello basato su valori
05/10/2020Basi di dati I ---216",due osservazioni importantistruttura posizionalemodello basato valori basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,9,"05/10/2020Basi di dati I ---217Struttura ""posizionale"" o ""non posizionale""32001021ManchesterArsenalManchesterChelseaArsenalLiverpoolChelseaLiverpoolPartiteÍstring ×string×int×int",basi dati struttura posizionale non posizionale manchester arsenal manchester chelsea arsenal liverpool chelsea liverpool partitestring stringintint
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,10,05/10/2020Basi di dati I ---218Struttura non posizionale•A ciascun dominio si associa un nome: attributo(o colonna)32001021ManchesterArsenalManchesterChelseaArsenalLiverpoolChelseaLiverpoolRetiCasaRetiFuoriCasaFuori,basi dati struttura posizionalea ciascun dominio associa nome attributoo colonna manchester arsenal manchester chelsea arsenal liverpool chelsea liverpool reti casa reti fuori casa fuori
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,11,05/10/2020Basi di dati I ---221Il modello è basato su valori•I riferimenti fra dati in relazioni diverse sono rappresentati per mezzo di valori dei domini che compaiono nelle ennuple,basi dati modello basato valorii riferimenti fra dati relazioni diverse rappresentati mezzo valori domini compaiono ennuple
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,12,"05/10/2020Basi di dati I ---222MatricolaCognomeNomeData di nascita6554RossiMario05/12/19788765NeriPaolo03/11/19763456RossiMaria01/02/19789283VerdiLuisa12/11/1979studenti
CodiceTitoloDocente01AnalisiMario02ChimicaBruni04ChimicaVerdicorsiStudenteVotoCorso345630043456240292832801esami65542601",basi dati matricola cognome nome data nascita rossi mario neri paolo rossi maria verdi luisastudenti codice titolo docente analisi mario chimica bruni chimica verdicorsi studente voto corsoesami
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,13,"05/10/2020Basi di dati I ---225MatricolaCognomeNomeData di nascita6554RossiMario05/12/19788765NeriPaolo03/11/19763456RossiMaria01/02/19789283VerdiLuisa12/11/1979studenti
CodiceTitoloDocente01AnalisiMario02ChimicaBruni04ChimicaVerdicorsiStudenteVotoCorso302428esami26",basi dati matricola cognome nome data nascita rossi mario neri paolo rossi maria verdi luisastudenti codice titolo docente analisi mario chimica bruni chimica verdicorsi studente voto corsoesami
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,14,05/10/2020Basi di dati I ---227OrarioInsegnamentoDocenteAulaOraAnalisi matem. ILuigi NeriN18:00Basi di datiPiero RossiN210:00ChimicaNicola MoriN110:00Fisica IMario BruniN112:00Fisica IIMario BruniN310:00Sistemi inform.Piero RossiN38:00Basi di dati: schema e istanza,basi dati orario insegnamento docente aula ora analisi matem luigi neri basi dati piero rossi chimica nicola mori fisica mario bruni fisica imario bruni sistemi informpiero rossi basi dati schema istanza
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,15,05/10/2020Basi di dati I ---228Lo schemadella relazioneOrarioInsegnamentoDocenteAulaOraBasi di dati: schema e istanza,basi dati schemadella relazione orario insegnamento docente aula ora basi dati schema istanza
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,16,05/10/2020Basi di dati I ---229L'istanzadella relazioneLo schemadella base di datiOrarioInsegnamentoDocenteAulaOraAnalisi matem. ILuigi NeriN18:00Basi di datiPiero RossiN210:00ChimicaNicola MoriN110:00Fisica IMario BruniN112:00Fisica IIMario BruniN310:00Sistemi inform.Piero RossiN38:00Basi di dati: schema e istanza,basi dati listanzadella relazione schemadella base dati orario insegnamento docente aula ora analisi matem luigi neri basi dati piero rossi chimica nicola mori fisica mario bruni fisica imario bruni sistemi informpiero rossi basi dati schema istanza
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,17,05/10/2020Basi di dati I ---230Definizioni e notazioni (alla lavagna)•Schema di relazione•Ennupla su uno schema di relazione •Valore di una ennupla su un attributo•Relazione (“istanza di relazione“)•Schema di base di dati•(Istanza di) base di dati,basi dati definizioni notazioni alla lavagnaschema relazioneennupla schema relazione valore ennupla attributorelazione istanza relazioneschema base datiistanza base dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,18,"05/10/2020Basi di dati I ---231
",basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,19,"05/10/2020Basi di dati I ---232
",basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,20,•Usiamot[A]per indiacreilvaloredella ennuplat sull'attributoA05/10/2020Basi di dati I ---235,usiamotaper indiacreilvaloredella ennuplat sullattributo basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,21,"Altra osservazione•La stuttura è rigida e non sempre corrisponde ai dati:•""informazione incompleta""
05/10/2020Basi di dati I ---238",altra osservazionela stuttura rigida sempre corrisponde datiinformazione incompleta basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,22,05/10/2020Basi di dati I ---239Informazione incompletaFranklinRooseveltDelanoNomeCognomeSecondoNomeWinstonChurchillCharlesDe GaulleJosipStalin,basi dati informazione incompleta franklin roosevelt delano nome cognome secondo nome winston churchill charles gaulle josip stalin
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,23,05/10/2020Basi di dati I ---240Informazione incompletaMario34RomaNomeEtàUfficioLucaMilanoPiero42Firenze,basi dati informazione incompleta mario roma nome et ufficio luca milano piero firenze
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,24,"05/10/2020Basi di dati I ---241Informazione incompleta: soluzioni?•Potremmo pensare:•stringa nulla•""0""•""99""•Si può fare?•Meglio di no!!",basi dati informazione incompleta soluzionipotremmo pensarestringa nullasi pu faremeglio
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,25,"05/10/2020Basi di dati I ---242Informazione incompleta nel modello relazionale •Tecnicasemplice maefficace:•valorenullo(unvalorediversodaivaloridel dominio, indicatoquiconNULL)•t[A], per ogniattributoA,  è•unvaloredel dominiodom(A)  •oppureilvalorenulloNULL•Commenti•tecnicasemplice•attenzioneai troppivalorinulli",basi dati informazione incompleta modello relazionale tecnicasemplice maefficacevalorenullounvalorediversodaivaloridel dominio indicatoquicon llta ogniattributo unvaloredel dominiodoma oppureilvalorenullo llcommentitecnicasempliceattenzioneai troppivalorinulli
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,26,"05/10/2020Basi di dati I ---245MatricolaCognomeNomeData di nascita6554RossiMario05/12/1978NULLRossiMaria01/02/19789283VerdiLuisa12/11/1979studenti
CodiceTitoloDocente01AnalisiMario02NULLNULL04ChimicaVerdicorsiStudenteVotoCorsoNULL30NULLNULL240292832801esamiTroppi valori nulli",basi dati matricola cognome nome data nascita rossi mario rossi maria verdi luisastudenti codice titolo docente analisi mario chimica verdicorsi studente voto corso llesami troppi valori nulli
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,27,"Un'anticipazione parziale•Riassumendo, quanto visto finora:•La definizione dello schema di una relazione in SQL (rivedremo più avanti)
05/10/2020Basi di dati I ---246
",unanticipazione parzialeriassumendo visto finorala definizione schema relazione rivedremo avanti basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,28,"Seconda parte•Abbiamo visto la struttura•Per modellare bene non basta
05/10/2020Basi di dati I ---247",seconda parteabbiamo visto strutturaper modellare bene basta basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,29,"05/10/2020Basi di dati I ---248Vincoli di integrità•Non sempre le nostre basi di dati sono ""corrette"" ..",basi dati vincoli integritnon sempre basi dati corrette
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 1.pdf,30,"05/10/2020Basi di dati I ---249Una base di dati ""scorretta""StudenteVotoLodeCorso320127654527654530e lode0278764327e lode037394302404EsamiMatricola276545787643787643CognomeRossiNeriBianchiNomeMarioPieroLucaStudenti78764378764327e lode",basi dati base dati scorrettastudente voto lode corsoe lodee lode esami matricola cognome rossi neri bianchi nome mario piero luca studentie lode
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,0,"Seconda parte•Abbiamo visto la struttura•Per modellare bene non basta
08/10/2020Basi di dati I ---247",seconda parteabbiamo visto strutturaper modellare bene basta basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,1,"08/10/2020Basi di dati I ---248Vincoli di integrità•Non sempre le nostre basi di dati sono ""corrette"" ..",basi dati vincoli integritnon sempre basi dati corrette
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,2,"08/10/2020Basi di dati I ---249Una base di dati ""scorretta""StudenteVotoLodeCorso320127654527654530e lode0278764327e lode037394302404EsamiMatricola276545787643787643CognomeRossiNeriBianchiNomeMarioPieroLucaStudenti78764378764327e lode",basi dati base dati scorrettastudente voto lode corsoe lodee lode esami matricola cognome rossi neri bianchi nome mario piero luca studentie lode
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,3,08/10/2020Basi di dati I ---250Vincolo di integrità•Proprietàchedeveesseresoddisfattadalleistanzecherappresentanoinformazionicorretteper l’applicazione•Unvincoloèunafunzionebooleana(unpredicato):•associaad ogniistanzailvaloreveroo falso,basi dati vincolo integritproprietchedeveesseresoddisfattadalleistanzecherappresentanoinformazionicorretteper lapplicazioneunvincolounafunzionebooleanaunpredicatoassociaad ogniistanzailvaloreveroo falso
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,4,"08/10/2020Basi di dati I ---252Vincoli di integrità, nota•solo alcunitipidi vincolisono""supportati"" daiDBMS:•...ilDBMS ne impediscela violazione,•per i vincoli""non supportati"", la responsabilitàdella verificaèdell'utenteo del programmatore•Vediamoi vincolisuunDBMS (oggilomostroio, prossimamentedovreteusarlo)",basi dati vincoli integrit notasolo alcunitipidi vincolisonosupportati msil impediscela violazioneper vincolinon supportati responsabilitdella verificadellutenteo programmatorevediamoi vincolisuun oggilomostroio prossimamentedovreteusarlo
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,5,"Verifica dei vincoli•Vediamo fra poco con un esempio sul tipo più semplice di vincoli
08/10/2020Basi di dati I ---253",verifica vincolivediamo fra poco esempio tipo semplice vincoli basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,6,08/10/2020Basi di dati I ---254StudenteVotoLodeCorso320127654527654530e lode0278764327e lode037394302404EsamiMatricola276545787643787643CognomeRossiNeriBianchiNomeMarioPieroLucaStudenti78764378764327e lode,basi dati studente voto lode corsoe lodee lode esami matricola cognome rossi neri bianchi nome mario piero luca studentie lode
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,7,08/10/2020Basi di dati I ---255Tipi di vincoli•vincoliintrarelazionali•vincolisuvalori(o di dominio) •vincolidi ennupla•Vincolidi chiave•vincoliinterrelazionali,basi dati tipi vincolivincoliintrarelazionalivincolisuvalorio dominio vincolidi ennuplavincolidi chiavevincoliinterrelazionali
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,8,"Vincolo di dominio•Pone condizioni sui valori ammissibili di un singolo attributo, ad esempio•il voto ha come tipo ""intero"" •ma deve essere compreso fra 18 e 30 (un sottoinsieme del dominio)
08/10/2020Basi di dati I ---256",vincolo dominiopone condizioni valori ammissibili singolo attributo esempioil voto tipo intero ma deve essere compreso fra sottoinsieme dominio basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,9,"08/10/2020Basi di dati I ---257Vincolodi dominio, in concreto•Unapossibilesintassi: •combinazionebooleana(AND, OR eNOT)•di condizionisemplicicheconfrontanounattributoconunacostante(Voto³18) AND (Voto£30)",basi dati vincolodi dominio concretounapossibilesintassi combinazionebooleanaa tdi condizionisemplicicheconfrontanounattributoconunacostantevoto voto
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,10,"Verifica dei vincoli•Due prospettive•prima i vincoli, poi i dati•definiamo lo schema, con i vincoli•modifichiamo i dati (inserimenti, eliminazioni, …), il sistema controlla i vincoli•se un vincolo è violato, la modifica viene rifiutata(vediamosulsistema PostgresSQL, èimportante il concetto non i dettagli del linguaggio)08/10/2020Basi di dati I ---258",verifica vincolidue prospettiveprima vincoli poi datidefiniamo schema vincolimodifichiamo dati inserimenti eliminazioni sistema controlla vincolise vincolo violato modifica viene rifiutatavediamosulsistema postgres importante concetto dettagli linguaggio basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,11,"08/10/2020Basi di dati I ---260
",basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,12,"08/10/2020Basi di dati I ---261
",basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,13,"Verifica dei vincoli•Due prospettive•prima i vincoli, poi i dati•definiamo lo schema, con i vincoli•modifichiamo i dati (inserimenti, eliminazioni, …), il sistema controlla i vincoli•se un vincolo è violato, la modifica viene rifiutata
08/10/2020Basi di dati I ---262",verifica vincolidue prospettiveprima vincoli poi datidefiniamo schema vincolimodifichiamo dati inserimenti eliminazioni sistema controlla vincolise vincolo violato modifica viene rifiutata basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,14,"Verifica dei vincoli•Due prospettive•prima i vincoli, poi i dati•definiamo lo schema, con i vincoli•modifichiamo i dati (inserimenti, eliminazioni, …), il sistema controlla i vincoli•se un vincolo è violato, la modifica viene rifiutata•prima i dati, poi i vincoli•su una base di dati esistente•aggiungiamo un vincolo, il sistema controlla il soddisfacimento•se è violato, non permette di aggiungerlo08/10/2020Basi di dati I ---263",verifica vincolidue prospettiveprima vincoli poi datidefiniamo schema vincolimodifichiamo dati inserimenti eliminazioni sistema controlla vincolise vincolo violato modifica viene rifiutataprima dati poi vincolisu base dati esistenteaggiungiamo vincolo sistema controlla soddisfacimentose violato permette aggiungerlo basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,15,08/10/2020Basi di dati I ---265,basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,16,"08/10/2020Basi di dati I ---266
",basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,17,"08/10/2020Basi di dati I ---267
",basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,18,"08/10/2020Basi di dati I ---268Vincolo di ennupla •Esprime condizioni sui valori di ciascuna ennupla, indipendentemente dalle altre ennuple•Il vincolo di dominio è un caso particolare ",basi dati vincolo ennupla esprime condizioni valori ciascuna ennupla indipendentemente altre ennupleil vincolo dominio caso particolare
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,19,"08/10/2020Basi di dati I ---269Sintassi ed esempi•La sintassi: comeilvincolodi dominio, main generalesupiù attributi•combinazionebooleana•di condizionisemplicicheconfrontanounattributoconunacostanteNOT ((Voto<> 30) AND (Lode = ""elode""))",basi dati sintassi esempila sintassi comeilvincolodi dominio main generalesupi attributicombinazionebooleanadi condizionisemplicicheconfrontanounattributoconunacostante voto lode elode
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,20,"08/10/2020Basi di dati I ---271Vincoli di ennupla, altro esempioImpiegatoRossiNeriBruniStipendiLordo55.00045.00047.000Netto42.50035.00036.000Ritenute12.50010.00011.000Ritenute>= 0 AND (Lordo= (Ritenute+ Netto))",basi dati vincoli ennupla altro esempio impiegato rossi neri bruni stipendi lordo netto ritenute ritenute lordo ritenute netto
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,21,"08/10/2020Basi di dati I ---272Vincoli di ennupla, violazioneImpiegatoRossiNeriBruniStipendiLordo55.00045.00050.000Netto42.50035.00036.000Ritenute12.50010.00011.000Lordo = (Ritenute + Netto)",basi dati vincoli ennupla violazione impiegato rossi neri bruni stipendi lordo netto ritenute lordo ritenute netto
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,22,"08/10/2020Basi di dati I ---273Identificazione delle ennuple
•non ci sonodue ennupleconlostessovaloresull’attributoMatricola•Matricolaèla chiavedella relazioneMatricola276557876365432NomeMarioPieroMario8765467653MarioCognomeRossiNeriNeriRossiRossiPieroCorsoIng InfIng MeccIng InfIng InfIng MeccNascita5/12/9810/7/993/11/963/11/965/12/98",basi dati identificazione ennuple non sonodue ennupleconlostessovaloresullattributo matricolamatricolala chiavedella relazione matricola nome mario piero mario mario cognome rossi neri neri rossi rossi piero corso ing inf ing mecc ing inf ing inf ing mecc nascita
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,23,"Vincolo di chiave•Se un insieme K è chiave, •imponiamo che non ci siano due ennuple uguali fra loro su K
08/10/2020Basi di dati I ---274",vincolo chiavese insieme chiave imponiamo due ennuple uguali fra basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,24,08/10/2020Basi di dati I ---275Più chiaviMatricola276557876365432NomeMarioPieroMario8765467653MarioCognomeRossiNeriNeriRossiRossiPieroCorsoIng InfIngMeccIng InfIng InfIng MeccCFRSSMRI98...NRIPTR95...NRIMRI99...RSSMRI99...RSSPRI99...,basi dati chiavi matricola nome mario piero mario mario cognome rossi neri neri rossi rossi piero corso ing inf ing mecc ing inf ing inf ing mecc rin
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,25,"08/10/2020Basi di dati I ---276MatricolaCognomeNomeData di nascita6554RossiMario05/12/19988765NeriPaolo03/11/19963456RossiMaria01/02/19989283VerdiLuisa12/11/1999studenti
CodiceTitoloDocente01AnalisiMario02ChimicaBruni04ChimicaVerdicorsiStudenteVotoCorso345630043456300292832601esami65542601",basi dati matricola cognome nome data nascita rossi mario neri paolo rossi maria verdi luisastudenti codice titolo docente analisi mario chimica bruni chimica verdicorsi studente voto corsoesami
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,26,08/10/2020Basi di dati I ---277Chiave su più attributiStudenteVotoCorso345630043456300292832601esami65542601,basi dati chiave attributi studente voto corsoesami
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,27,"""Minimalità"" delle chiavi•Una chiave di una relazione  è un insieme di attributi che, insieme, permettono di identificare le ennuple e che è minimale rispetto a questa proprietà•Anche Matricola e Cognome identificano le ennuple della relazione studenti, ma non formano una chiave, perché l'insieme non è minimale:•Matricola identifica ed è sottoinsieme di Matricola, Cognome•Matricola, Cognome formano una superchiave•Una chiave è una superchiaveminimale 08/10/2020Basi di dati I ---278",minimalit chiaviuna chiave relazione insieme attributi che insieme permettono identificare ennuple minimale rispetto proprietanche matricola cognome identificano ennuple relazione studenti formano chiave linsieme minimalematricola identifica sottoinsieme matricola cognomematricola cognome formano superchiaveuna chiave superchiaveminimale basi dati
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,28,08/10/2020Basi di dati I ---287Esistenza delle chiavi•Ognirelazioneèuninsieme:•non puòconteneredue ennupleuguali•Ognirelazioneha comesuperchiavel’insiemedegliattributisucuièdefinita•equindiha (almeno) unachiave,basi dati esistenza chiaviognirelazioneuninsiemenon puconteneredue ennupleugualiognirelazioneha comesuperchiavelinsiemedegliattributisucuidefinitaequindiha almeno unachiave
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,29,"08/10/2020Basi di dati I ---289Chiavi e valori nulli•In presenza di valori nulli, i valori della chiave non permettono•di identificare le ennuple •di realizzare facilmente i riferimenti da altre relazioni",basi dati chiavi valori nulliin presenza valori nulli valori chiave permettonodi identificare ennuple di realizzare facilmente riferimenti altre relazioni
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.2-Modello Relazionale 2.pdf,30,"08/10/2020Basi di dati I ---290•La presenzadi valorinulli, soprattuttonellechiavi, deveesserelimitatao almenocontrollataMatricolaNULL7876365432NomeMarioNULLMarioNULL67653MarioCognomeRossiNeriNeriRossiRossiPieroCorsoIng InfIng MeccIng InfIng InfIng MeccCFRSSMRI93...NRIPTR95...NRIMRI99...NULLRSSPRI98...",basi dati la presenzadi valorinulli soprattuttonellechiavi deveesserelimitatao almenocontrollata matricola nome mario mario mario cognome rossi neri neri rossi rossi piero corso ing inf ing mecc ing inf ing inf ing mecc rin
