path,page,text
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#123,123,"OutlineBackground: Search technologies
Inverted index ✓
Boolean queries ✓
Approximate queries ✓
Ranking
Searching tables in a data lake
Source and data discovery on the Web"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#124,124,"Ranked retrievalThus far, our queries have all been Boolean.
Documents either match or don’t.
Good for expert users with precise understanding of their needs and the collection.
Also good for applications: Applications can easily consume 1000s of results.
Not good for the majority of users.
Most users are incapable of writing Boolean queries (or they are, but they think it’s too much work).
Most users don’t want to wade through 1000s of results.
This is particularly true of web search.
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#125,125,"Problem with Boolean search:feast or famineBoolean queries often result in either too few (=0) or too many (1000s) results.
Query 1: “standard user dlink 650” → 200,000 hits
Query 2: “standard user dlink 650 no card found”: 0 hits (on Google: hits to copies of this file!)
It takes a lot of skill to come up with a query that produces a manageable number of hits.
AND gives too few; OR gives too manyC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#126,126,"Ranked retrieval modelsRather than a set of documents satisfying a query expression, in ranked retrieval, the system returns an ordering over the (top) documents in the collection for a query
Free text queries: Rather than a query language of operators and expressions, the use's query is just one or more words in a human language
In principle, there are two separate choices here, but in practice, ranked retrieval has normally been associated with free text queries and vice versa
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#127,127,"Feast or famine: not a problem in ranked retrievalWhen a system produces a ranked result set, large result sets are not an issue
Indeed, the size of the result set is not an issue
We just show the top k ( ≈ 10) results
We don't overwhelm the user

Premise: the ranking algorithm worksC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#128,128,"Scoring as the basis of ranked retrievalWe wish to return in order the documents most likely to be useful to the searcher
How can we rank-order the documents in the collection with respect to a query?
Assign a score – say in [0, 1] – to each document
This score measures how well document and query “match”C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#129,129,"Query-document matching scoresWe need a way of assigning a score toa query/document pair

Let’s start with a one-term query
If the query term does not occur in the document: score should be 0
The more frequent the query term in the document, the higher the score (should be)
We will look at a number of alternatives for this.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#13,13,"Can’t build the matrix500K x 1M matrix has half-a-trillion 0’s and 1’s.
But it has no more than one billion 1’s.
matrix is extremely sparse.
What’s a better representation?
We only record the 1 positions.Why?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#130,130,"Take 1: Jaccard coefficientRecall the previous lecture: A commonly used measure of overlap of two sets A and B
jaccard(A,B) = |A ∩ B| / |A ∪ B|
jaccard(A,A) = 1
jaccard(A,B) = 0 if A ∩ B = 0
A and B don’t have to be the same size.
Always assigns a number between 0 and 1.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#131,131,"Jaccard coefficient: Scoring exampleWhat is the query-document match score that the Jaccard coefficient computes for each of the two documents below?
Query: ides of march
Document 1: caesar died in march
Document 2: the long marchC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#132,132,"Issues with Jaccard for scoringIt doesn’t consider term frequency (how many times a term occurs in a document)
Rare terms in a collection are more informative than frequent terms. Jaccard doesn’t consider this information
We need a more sophisticated way of normalizing for lengthC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#133,133,"Recall (Lecture 1): Binary term-document incidence matrixEach document is represented by a binary vector ∈ {0,1}|V|C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#134,134,"Term-document count matricesConsider the number of occurrences of a term in a document: 
Each document is a count vector in ℕv: a column below C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#135,135,"Bag of words modelVector representation doesn’t consider the ordering of words in a document
John is quicker than Mary and Mary is quicker than John have the same vectors
This is called the bag of words model.
In a sense, this is a step back: The positional index was able to distinguish these two documents.
For simplicity: bag of words model (but more involved models are used)C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#136,136,"1. Term frequency tfThe term frequency tft,d of term t in document d is defined as the number of times that t occurs in d.
We want to use tf when computing query-document match scores. But how?
Raw term frequency is not what we want:
A document with 10 occurrences of the term is more relevant than a document with 1 occurrence of the term.
But not 10 times more relevant.
Relevance does not increase proportionally with term frequency.NB: frequency = count in IRC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#137,137,"Log-frequency weightingThe log frequency weight of term t in d is


0 → 0, 1 → 1, 2 → 1.3, 10 → 2, 1000 → 4, etc.
Score for a document-query pair: sum over terms t in both q and d:
score

The score is 0 if none of the query terms is present in the document.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#138,138,"2. Document frequencyRare terms are more informative than frequent terms
Recall stop words
Consider a term in the query that is rare in the collection (e.g., arachnocentric)
A document containing this term is very likely to be relevant to the query arachnocentric
→ We want a high weight for rare terms like arachnocentric.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#139,139,"Document frequency, continuedFrequent terms are less informative than rare terms
Consider a query term that is frequent in the collection (e.g., high, increase, line)
A document containing such a term is more likely to be relevant than a document that doesn’t
But it’s not a sure indicator of relevance.
→ For frequent terms, we want high positive weights for words like high, increase, and line
But lower weights than for rare terms.
We will use document frequency (df) to capture this.
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#14,14,"Inverted indexFor each term t, we must store a list of all documents that contain t.
Identify each by a docID, a document serial number
Can we use fixed-size arrays for this?What happens if the word Caesar is added to document 14? C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information RetrievalBrutusCalpurniaCaesar23117454101"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#140,140,"idf weightdft is the document frequency of t: the number of documents that contain t
dft is an inverse measure of the informativeness of t
dft   N
We define the idf (inverse document frequency) of t by

We use log (N/dft) instead of N/dft to “dampen” the effect of idf.Will turn out the base of the log is immaterial.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#141,141,"idf example, suppose N = 1 millionThere is one idf value for each term t in a collection.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#142,142,"Effect of idf on rankingDoes idf have an effect on ranking for one-term queries, like
iPhone
idf has no effect on ranking one term queries
idf is a property of the term (in the corpus), not of the document
idf affects the ranking of documents for queries with at least two terms
For the query capricious person, idf weighting makes occurrences of capricious count for much more in the final document ranking than occurrences of person.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#143,143,"Collection vs. Document frequencyThe collection frequency of t is the number of occurrences of t in the collection, counting multiple occurrences.
Example:




Which word is a better search term (and should get a higher weight)?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#144,144,"tf-idf weightingThe tf-idf weight of a term is the product of its tf weight and its idf weight.


Best known weighting scheme in information retrieval
Note: the “-” in tf-idf is a hyphen, not a minus sign!
Alternative names: tf.idf, tf x idf
Increases with the number of occurrences within a document
Increases with the rarity of the term in the collectionC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#145,145,"Score for a document given a query



There are many variants
How “tf” is computed (with/without logs)
Whether the terms in the query are also weighted
… C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#146,146,"Binary → count → weight matrixEach document is now represented by a real-valued vector of tf-idf weights ∈ R|V|C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#147,147,"Documents as vectorsSo we have a |V|-dimensional vector space
Terms are axes of the space
Documents are points or vectors in this space
Very high-dimensional: tens of millions of dimensions when you apply this to a web search engine
These are very sparse vectors - most entries are zero.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#148,148,"Similatity between two documentsLet us use the vectors
Magnitude of the vector difference between the two document vectors: not a good idea
consider d2 = append(d1,d1)
To compensate for the  effects of the doc length, we use the cosine similarityC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#149,149,"Queries as vectorsKey idea 1: Do the same for queries: represent them as vectors in the space
Key idea 2: Rank documents according to their proximity to the query in this space
proximity = similarity of vectors
proximity ≈ inverse of distance
Recall: We do this because we want to get away from the you’re-either-in-or-out Boolean model.
Instead: rank more relevant documents higher than less relevant documentsC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#15,15,"Inverted indexWe need variable-size postings lists
On disk, a continuous run of postings is normal and best
In memory, can use linked lists or variable length arrays
Some tradeoffs in size/ease of insertion16Sorted by docID (more later on why).C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information RetrievalPostingBrutusCalpurniaCaesar23117454101"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#150,150,"Formalizing vector space proximityFirst cut: distance between two points
( = distance between the end points of the two vectors)
Euclidean distance?
Euclidean distance is a bad idea . . .
. . . because Euclidean distance is large for vectors of different lengths.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#151,151,"Why distance is a bad ideaThe Euclidean distance between q and d2 is large even though the distribution of terms in the query q and the distribution of terms in the document d2 are very similar.
"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#152,152,"Use angle instead of distanceThought experiment: take a document d and append it to itself. Call this document d′.
“Semantically” d and d′ have the same content
The Euclidean distance between the two documents can be quite large
The angle between the two documents is 0, corresponding to maximal similarity.

Key idea: Rank documents according to angle with query.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#153,153,"From angles to cosinesThe following two notions are equivalent.
Rank documents in decreasing order of the angle between query and document
Rank documents in increasing order  of cosine(query,document)
Cosine is a monotonically decreasing function for the interval [0o, 180o]Sec. 63C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#154,154,"From angles to cosinesBut how – and why – should we be computing cosines?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#155,155,"Length normalizationA vector can be (length-) normalized by dividing each of its components by its length – for this we use the L2 norm:

Dividing a vector by its L2 norm makes it a unit (length) vector (on surface of unit hypersphere)
Effect on the two documents d and d′ (d appended to itself) from earlier slide: they have identical vectors after length-normalization.
Long and short documents now have comparable weightsC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#156,156,"cosine(query,document)Dot productqi is the tf-idf weight of term i in the query
di is the tf-idf weight of term i in the document

cos(q,d) is the cosine similarity of q and d … or,
equivalently, the cosine of the angle between q and d.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#157,157,"Cosine for length-normalized vectorsFor length-normalized vectors, cosine similarity is simply the dot product (or scalar product):




                                   for q, d length-normalized.
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#158,158,"Cosine similarity illustratedC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#159,159,"Cosine similarity amongst 3 documentsHow similar are
the novels
SaS: Sense and
Sensibility
PaP: Pride and
Prejudice, and
WH: Wuthering
Heights?Term frequencies (counts)Sec. 6.3Note: To simplify this example, we don't do idf weighting.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#16,16,"Inverted index constructionDocuments to
be indexed.Friends, Romans, countrymen.Sec. 1.2C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval…"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#160,160,"3 documents example contd.Log frequency weightingAfter length normalizationcos(SaS,PaP) ≈ 0.789 × 0.832 + 0.515 × 0.555 + 0.335 × 0.0 + 0.0 × 0.0 ≈ 0.94
cos(SaS,WH) ≈ 0.79
cos(PaP,WH) ≈ 0.69Why do we have cos(SaS,PaP) > cos(SaS,WH)?Sec. 6.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#161,161,Computing cosine scores
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#162,162,"tf-idf weighting has many variantsColumns headed ‘n’ are acronyms for weight schemes.Why is the base of the log in idf immaterial?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#163,163,"Weighting may differ in queries vs documentsMany search engines allow for different weightings for queries vs. documents
SMART Notation: denotes the combination in use in an engine, with the notation ddd.qqq, using the acronyms from the previous table
A very standard weighting scheme is: lnc.ltc
Document: logarithmic tf (l as first character), no idf and cosine normalization
Query: logarithmic tf (l in leftmost column), idf (t in second column), no normalization …A bad idea?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#164,164,"tf-idf example: lnc.ltcDocument: car insurance auto insurance
Query: best car insuranceExercise: what is N, the number of docs?Score = 0+0+0.27+0.53 = 0.8C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#165,165,"Summary – vector space rankingRepresent the query as a weighted tf-idf vector
Represent each document as a weighted tf-idf vector
Compute the cosine similarity score for the query vector and each document vector
Rank documents with respect to the query by score
Return the top K (e.g., K = 10) to the userC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#166,166,"Key conceptsInverted index
Dictionary & Postings
Tokens and terms
Merge algorithm
N-grams
Jaccard Coefficient
Precision, Recall, F1-Measure
Tf-idf
Cosine similarity

NOTE: there are several hidden slides. They cover interesting concepts that, though interesting, are not relevant for the purposes of this course
"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#167,167,"ResourcesChristopher D. Manning, Prabhakar Raghavan and Hinrich Schütze,  Introduction to Information Retrieval, Cambridge University Press. 2008.Cap.1, 2, 3, 4
http://www.miislita.com/information-retrieval-tutorial/cosine-similarity-tutorial.html
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#17,17,"Initial stages of text processingTokenization
Cut character sequence into word tokens
Deal with “John’s”, a state-of-the-art solution
Normalization
Map text and query term to same form
You want U.S.A. and USA to match
Stemming
We may wish different forms of a root to match
authorize, authorization
Stop words
We may omit very common words (or not)
the, a, to, ofC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#18,18,"Indexer steps: Token sequenceSequence of (Modified token, Document ID) pairs.I did enact Julius
Caesar I was killed 
i' the Capitol; 
Brutus killed me.Doc 1So let it be with
Caesar. The noble
Brutus hath told you
Caesar was ambitiousDoc 2Sec. 1.2C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#19,19,"Indexer steps: SortSort by terms
And then docID Core indexing stepSec. 1.2C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#2,2,"CreditsThese slides are based on the book:C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval.  Cambridge University Press. 2008.

"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#20,20,"Indexer steps: Dictionary & PostingsMultiple term entries in a single document are merged.
Split into Dictionary and Postings
Doc. frequency information is added.Why frequency?
Will discuss later.Sec. 1.2C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#21,21,"Where do we pay in storage?22PointersTerms and countsHow do we index efficiently?
How much storage do we need?Sec. 1.2Lists of docIDsC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#22,22,"The index we just builtHow do we process a query?
Later - what kinds of queries can we process?Sec. 1.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#23,23,"Query processing: ANDConsider processing the query:
Brutus AND Caesar
Locate Brutus in the Dictionary;
Retrieve its postings.
Locate Caesar in the Dictionary;
Retrieve its postings.
“Merge” the two postings:2412834BrutusCaesarSec. 1.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#24,24,"The mergeWalk through the two postings simultaneously, in time linear in the total number of postings entries128342If the list lengths are x and y, the merge takes O(x+y)
operations.
Crucial: postings sorted by docID.Sec. 1.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#25,25,"Intersecting two postings lists: merge algorithm26C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#26,26,"Boolean queries: Exact matchThe Boolean retrieval model is being able to ask a query that is a Boolean expression:
Boolean Queries are queries using AND, OR and NOT to join query terms
Views each document as a set of words
Is precise: document matches condition or not.
Perhaps the simplest model to build an IR system on
Primary commercial retrieval tool for 3 decades. 
Many search systems you still use are Boolean:
Email, library catalog, Mac OS X SpotlightC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#27,27,"Boolean queries: More general mergesExercise: Adapt the merge for the queries:
	Brutus AND NOT Caesar
	Brutus OR NOT Caesar

Can we still run through the merge in time O(x+y)?
What can we achieve?

Sec. 1.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#28,28,"MergingWhat about an arbitrary Boolean formula?
(Brutus OR Caesar) AND NOT
(Antony OR Cleopatra)
Can we always merge in “linear” time?
Linear in what?
Can we do better?Sec. 1.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#29,29,"Query optimizationWhat is the best order for query processing?
Consider a query that is an AND of n terms.
For each of the n terms, get its postings, then AND them together.Query: Brutus AND Calpurnia AND CaesarC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information RetrievalBrutusCaesarCalpurnia1316"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#3,3,"Key conceptsInverted index
Dictionary & Postings
Tokens and terms
Merge algorithm
N-grams
Jaccard Coefficient
Precision, Recall, F1-Measure
Tf-idf
Cosine similarity

NOTE: there are several hidden slides. They cover interesting concepts that, though interesting, are not relevant for the purposes of this course
"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#30,30,"Query optimization exampleProcess in order of increasing freq:
start with smallest set, then keep cutting further.This is why we kept
document freq. in dictionaryExecute the query as (Calpurnia AND Brutus) AND Caesar.Sec. 1.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information RetrievalBrutusCaesarCalpurnia1316"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#31,31,"More general optimizatione.g., (madding OR crowd) AND (ignoble OR strife)
Get doc. freq.’s for all terms.
Estimate the size of each OR by the sum of its doc. freq.’s (conservative).
Process in increasing order of OR sizes.Sec. 1.3C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#32,32,"ExerciseRecommend a query processing order for
33(tangerine OR trees) AND
(marmalade OR skies) AND
(kaleidoscope OR eyes)
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#33,33,"Query processing exercisesExercise: If the query is friends AND romans AND (NOT countrymen), how could we use the freq of countrymen?
Exercise: Extend the merge to an arbitrary Boolean query.  Can we always guarantee execution in time linear in the total postings size?
Hint: Begin with the case of a Boolean formula query: in this, each query term appears only once in the query.
C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#34,34,"Ranking search resultsBoolean queries give inclusion or exclusion of docs.
Often, we want to rank/group results
Need to measure proximity from query to each doc.
Need to decide whether docs presented to user are singletons, or a group of docs covering various aspects of the query.C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#35,35,"Recap so farBasic inverted indexes:
Structure: Dictionary and Postings



Key step in construction: Sorting
Boolean query processing
Intersection by linear time “merging”
Simple optimizationsC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#36,36,"PlanElaborate basic indexing
Preprocessing to form the term vocabulary
Documents
Tokenization
What terms do we put in the index?
Postings
Faster merges: skip lists
Positional postings and phrase queriesC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#37,37,"Recall the basic indexing pipelineDocuments to
be indexed.Friends, Romans, countrymen.…"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#38,38,"Parsing a documentWhat format is it in?
pdf/word/excel/html?
What language is it in?
What character set is in use?Each of these is a classification problem.But these tasks are often done heuristically …C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#39,39,"Complications: Format/languageDocuments being indexed can include docs from many different languages
A single index may have to contain terms of several languages.
Sometimes a document or its components can contain multiple languages/formats
French email with a German pdf attachment.
What is a unit document?
A file?
An email?  (Perhaps one of many in an mbox.)
An email with 5 attachments?
A group of files (PPT or LaTeX as HTML pages)C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#4,4,"Search (once, Information retrieval)Finding material (usually documents) of an (usually) unstructured nature (usually text) that satisfies an information need from within large collections

These days we frequently think first of web search, but there are many other cases:
E-mail search
Searching your laptop
Corporate knowledge bases and databaseC. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#40,40,Tokens and Terms
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#41,41,"Recall the basic indexing pipelineDocuments to
be indexed.Friends, Romans, countrymen.…"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#42,42,"TokenizationInput: “Friends, Romans and Countrymen”
Output: Tokens
Friends
Romans
Countrymen
A token is an instance of a sequence of characters
Each such token is now a candidate for an index entry, after further processing
Described below
But what are valid tokens to emit?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
dataExtraction\data_test\rootfolder\universita\ing dei dati\id-01.1-source-discovery-background.pptx#43,43,"TokenizationIssues in tokenization:
Finland’s capital  
     Finland? Finlands? Finland’s?
Hewlett-Packard  Hewlett and Packard as two tokens?
state-of-the-art: break up hyphenated sequence.  
co-education
lowercase, lower-case, lower case ?
It can be effective to get the user to put in possible hyphens
San Francisco: one token or two?  
How do you decide it is one token?C. D. Manning, P. Raghavan and H. Schütze,  Introduction to Information Retrieval"
