path,page,text,parsed_text,topics,topics2perc
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,29,"•Trovare matricola, nome ed età degli impiegati che guadagnano più di 40PROJMatricola, Nome, Età (SELStipendio>40(Impiegati))π Matricola, Nome, Eta (σStipendio>40 (Impiegati))
19/10/2020Atzeni --Basi di dati I --3 125
",•trovare matricola nome età impiegati guadagnano projmatricola nome età selstipendioimpiegatiπ matricola nome eta σstipendio impiegati atzeni basi dati ,[5],"[(5, 0.93998355)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,30,"•Trovare le matricole dei capi degli impiegati che guadagnano più di 40PROJCapo(SupervisioneJOINImpiegato=Matricola(SELStipendio>40(Impiegati)))π Capo  ((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))
19/10/2020Atzeni --Basi di dati I --3 126
",•trovare matricole capi impiegati guadagnano projcaposupervisionejoinimpiegatomatricolaselstipendioimpiegatiπ capo supervisione ⨝impiegatomatricolaσstipendio impiegati atzeni basi dati ,[9],"[(9, 0.91813093)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,31,"•Trovare nome e stipendio dei capi degli impiegati che guadagnano più di 40PROJNome,Stipendio(ImpiegatiJOINMatricola=Capo PROJCapo(SupervisioneJOINImpiegato=Matricola(SELStipendio>40(Impiegati))))π Nome,Stipendio(Impiegati⨝Matricola= Capo (π Capo  ((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))))19/10/2020Atzeni --Basi di dati I --3 127
",•trovare nome stipendio capi impiegati guadagnano projnomestipendioimpiegatijoinmatricolacapo projcaposupervisionejoinimpiegatomatricolaselstipendioimpiegatiπ nomestipendioimpiegati⨝matricola capo π capo supervisione ⨝impiegatomatricolaσstipendio impiegatiatzeni basi dati ,"[5, 7]","[(5, 0.21543142), (7, 0.71788174)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,32,"•Trovare matricola, nome e stipendio dei capi degli impiegati che guadagnano più di 40; per ciascuno, mostrare, matricola, nome e stipendio anche dell'impiegato
19/10/2020Atzeni --Basi di dati I --3 128",•trovare matricola nome stipendio capi impiegati guadagnano ciascuno mostrare matricola nome stipendio dellimpiegato atzeni basi dati ,[5],"[(5, 0.94373673)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,33,"•Trovare matricola, nome e stipendio dei capi degli impiegati che guadagnano più di 40; per ciascuno, mostrare, matricola, nome e stipendio anche dell'impiegatoPROJMatr,Nome,Stip,MatrC,NomeC,StipC(RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (SupervisioneJOIN Impiegato=MatricolaSELStipendio>40(Impiegati)))
19/10/2020Atzeni --Basi di dati I --3 129
π Matricola, Nome, Stipendio, MatrC, NomeC, StipC(ρMatrC←Matricola, NomeC←Nome, StipC←Stipendio, EtaC←Eta(Impiegati)⨝MatrC= Capo(((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))))",•trovare matricola nome stipendio capi impiegati guadagnano ciascuno mostrare matricola nome stipendio dellimpiegatoprojmatrnomestipmatrcnomecstipcrenmatrcnomecstipcetàc¬matrnomestipetàimpiegatijoin matrccapo supervisionejoin impiegatomatricolaselstipendioimpiegati atzeni basi dati π matricola nome stipendio matrc nomec stipcρmatrc←matricola nomec←nome stipc←stipendio etac←etaimpiegati⨝matrc caposupervisione ⨝impiegatomatricolaσstipendio impiegati,[5],"[(5, 0.95908344)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,34,"•La notazione con le ridenominazioni, pur corretta, è un po’ troppo “verbosa""•Ne vediamo un’altra, basata sulle viste
19/10/2020Atzeni --Basi di dati I --3 130",•la notazione ridenominazioni pur corretta po’ troppo “verbosa•ne vediamo un’altra basata viste atzeni basi dati ,[7],"[(7, 0.9249647)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,35,"Una convenzione e notazione alternativa per i join•Nota: è sostanzialmente l'approccio usato in SQL•Ignoriamo il join naturale (cioè non consideriamo implicitamente condizioni su attributi con nomi uguali)•Per ""riconoscere"" attributi con lo stesso nome gli premettiamo il nome della relazione•Usiamo viste (o ""assegnazioni”) per ridenominare le relazioni •(ridenominiamo gli attributi solo quando serve per l'unione o per dare nomi significativi nel riusltato)19/10/2020Atzeni --Basi di dati I --3 131",convenzione notazione alternativa join•nota sostanzialmente lapproccio usato sql•ignoriamo join naturale cioè consideriamo implicitamente condizioni attributi nomi uguali•per riconoscere attributi stesso nome premettiamo nome relazione•usiamo viste o assegnazioni” ridenominare relazioni •ridenominiamo attributi solo quando serve lunione dare nomi significativi riusltatoatzeni basi dati ,"[2, 5]","[(2, 0.84609854), (5, 0.13034438)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,36,"19/10/2020Atzeni --Basi di dati I --3 132•Trovare matricola, nome e stipendio dei capi degli impiegati che guadagnano più di 40; per ciascuno, mostrare, matricola, nome e stipendio anche dell'impiegatoPROJMatr,Nome,Stip,MatrC,NomeC,StipC (RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (Supervisione JOIN Impiegato=Matricola SELStipendio>40(Impiegati)))",atzeni basi dati •trovare matricola nome stipendio capi impiegati guadagnano ciascuno mostrare matricola nome stipendio dellimpiegatoprojmatrnomestipmatrcnomecstipc renmatrcnomecstipcetàc¬matrnomestipetàimpiegatijoin matrccapo supervisione join impiegatomatricola selstipendioimpiegati,"[5, 7]","[(5, 0.7983967), (7, 0.15714869)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,37,"RelaX•Utilizza una sintassi molto simile a quella vista a lezione e sul libro•L’editor aiuta nella scrittura degli operatori e dei nomi di relazione e di attributo (basta cliccare sul simbolo desiderato)•Talvolta è utile scrivere direttamente –allora attenzione a maiuscole e minuscole (è “case-sensitive”)•Le espressioni sono talvolta di lettura non semplice, perché tutto su una linea, senza “pedici”: •scriviamo σStipendio>40 (Impiegati) invecedi                   σStipendio>40 (Impiegati) •Attenzione agli spazi (talvolta il parsersi confonde) e spesso è utile qualche parentesi in più•Una differenza nella “assegnazione”; serve una “ridenominazione” esplicita della relazione; invece di Capi := Impiegatidobbiamo scrivereCapi= ρCapi(Impiegati)19/10/2020Atzeni --Basi di dati I --3 134",relax•utilizza sintassi molto simile vista lezione libro•l’editor aiuta scrittura operatori nomi relazione attributo basta cliccare simbolo desiderato•talvolta utile scrivere direttamente –allora attenzione maiuscole minuscole è “case sensitive”•le espressioni talvolta lettura semplice linea senza “pedici” •scriviamo σstipendio impiegati invecedi σstipendio impiegati •attenzione spazi talvolta parsersi confonde spesso utile qualche parentesi più•una differenza “assegnazione” serve “ridenominazione” esplicita relazione invece capi impiegatidobbiamo scriverecapi ρcapiimpiegatiatzeni basi dati ,[5],"[(5, 0.9816271)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,38,"PROJImp.Matr, Imp.Nome, Imp.Stip,Capi.Matr,Capi.Nome, Capi.Stip(CapiJOIN Capi.Matr=Capo(Sup JOIN Imp=Imp.MatrSELStipendio>40(Imp)))Capi := Imp
19/10/2020Atzeni --Basi di dati I --3 135
Capi= ρCapi(Impiegati)π Impiegati.Matricola, Impiegati.Nome, Impiegati.Stipendio, Capi.Matricola, Capi.Nome, Capi.Stipendio(Capi⨝Capi.Matricola= Capo(((Supervisione) ⨝Impiegato=Matricola(σStipendio>40 (Impiegati)))))",projimpmatr impnome impstipcapimatrcapinome capistipcapijoin capimatrcaposup join impimpmatrselstipendioimpcapi imp atzeni basi dati capi ρcapiimpiegatiπ impiegatimatricola impiegatinome impiegatistipendio capimatricola capinome capistipendiocapi⨝capimatricola caposupervisione ⨝impiegatomatricolaσstipendio impiegati,[5],"[(5, 0.9399683)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,39,"•Trovare gli impiegati che guadagnano più del proprio capo, mostrando matricola, nome e stipendio dell'impiegato e del capo
19/10/2020Atzeni --Basi di dati I --3 136",•trovare impiegati guadagnano proprio capo mostrando matricola nome stipendio dellimpiegato capo atzeni basi dati ,[7],"[(7, 0.9356924)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,40,"PROJMatr,Nome,Stip,MatrC,NomeC,StipC(SELStipendio>StipC(RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (SupervisioneJOIN Impiegato=MatricolaImpiegati)))π Matricola, Nome, Stipendio, MatrC, NomeC, StipC(σStipendio>StipC(ρMatrC←Matricola, NomeC←Nome, StipC←Stipendio, EtaC←Eta(Impiegati)⨝MatrC= Capo((Supervisione) ⨝Impiegato=Matricola(Impiegati))))
19/10/2020Atzeni --Basi di dati I --3 137
",projmatrnomestipmatrcnomecstipcselstipendiostipcrenmatrcnomecstipcetàc¬matrnomestipetàimpiegatijoin matrccapo supervisionejoin impiegatomatricolaimpiegatiπ matricola nome stipendio matrc nomec stipcσstipendiostipcρmatrc←matricola nomec←nome stipc←stipendio etac←etaimpiegati⨝matrc caposupervisione ⨝impiegatomatricolaimpiegati atzeni basi dati ,"[0, 1, 2, 3, 4]","[(0, 0.010002129), (1, 0.010001802), (2, 0.010002154), (3, 0.010002152), (4, 0.010001583)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,41,"•Trovare gli impiegati che guadagnano più del proprio capo, mostrando matricola, nome e stipendio dell'impiegato e del capoPROJMatr,Nome,Stip,MatrC,NomeC,StipC (SELStipendio>StipC(RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Impiegati)JOIN MatrC=Capo (Supervisione JOIN Impiegato=Matricola Impiegati)))19/10/2020Atzeni --Basi di dati I --3 138",•trovare impiegati guadagnano proprio capo mostrando matricola nome stipendio dellimpiegato capoprojmatrnomestipmatrcnomecstipc selstipendiostipcrenmatrcnomecstipcetàc¬matrnomestipetàimpiegatijoin matrccapo supervisione join impiegatomatricola impiegatiatzeni basi dati ,[7],"[(7, 0.9437285)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,42,"PROJMatr,Nome,Stip,MatrC,NomeC,StipC(SELStip>StipC(RENMatrC,NomeC,StipC,EtàC¬Matr,Nome,Stip,Età(Imp)JOIN MatrC=Capo (Sup JOIN Imp=MatrImp)))PROJImp.Matr, Imp.Nome, Imp.Stip,Capi.Matr,Capi.Nome, Capi.Stip(SELImp.Stip>Capi.Stip( CapiJOIN Capi.Matr=Capo (Sup JOIN Imp=Imp.MatrImp)))Capi:= Imp
19/10/2020Atzeni --Basi di dati I --3 139
",projmatrnomestipmatrcnomecstipcselstipstipcrenmatrcnomecstipcetàc¬matrnomestipetàimpjoin matrccapo sup join impmatrimpprojimpmatr impnome impstipcapimatrcapinome capistipselimpstipcapistip capijoin capimatrcapo sup join impimpmatrimpcapi imp atzeni basi dati ,[2],"[(2, 0.93073356)]"
dataExtraction\data_test\rootfolder\universita\basiDiDati\0.8-Algebra Relazionale 2.pdf,43,"•Trovare le matricole dei capi i cui impiegati guadagnano tuttipiù di 40PROJCapo (Supervisione) -PROJCapo (Supervisione JOINImpiegato=Matricola (SELStipendio £40(Impiegati)))π Capo (Supervisione) –π Capo (Supervisione ⨝Impiegato=Matricola ( σ Stipendio ≤ 40 (Impiegati)))
19/10/2020Atzeni --Basi di dati I --3 140
",•trovare matricole capi impiegati guadagnano tuttipiù projcapo supervisione projcapo supervisione joinimpiegatomatricola selstipendio £impiegatiπ capo supervisione –π capo supervisione ⨝impiegatomatricola σ stipendio ≤ impiegati atzeni basi dati ,"[7, 9]","[(7, 0.7495239), (9, 0.20835274)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\00-introduzione-corso-01.pdf,0,"9/29/2021
100-introduzione -corso -01
1Next Generation Computing Models
Introduzione
2obiettivi formativi
•introduzione al modello di calcolo del 
quantum computing con un approccio 
informatico
•introduzione ai modelli di calcolo 
centrati sui dati, di interesse per le 
tecnologie big data1
2", introduzione corso next generation computing models introduzione obiettivi formativi •introduzione modello calcolo quantum computing approccio informatico •introduzione modelli calcolo centrati dati interesse tecnologie big data ,[8],"[(8, 0.96249056)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\00-introduzione-corso-01.pdf,1,"9/29/2021
200-introduzione -corso -01
3modelli di calcolo e informatica
•macchina di Turing
•lambda calcolo
•modelli per il calcolo parallelo e 
distribuito
•modelli per gerarchie di memorie
•molti altrimodell i
4programma
•quantum computing
–qubit
–coppie di qubit
–registri
–porte con uno o piu'qubit
–no cloning theorem
–l'operatore di Hadamard
–computazioni reversibili
–l'algoritmo di Bernstein Vazirani
–l'algoritmo di Shor
–teoria della complessità e quantum computing3
4", introduzione corso modelli calcolo informatica •macchina turing •lambda calcolo •modelli calcolo parallelo distribuito •modelli gerarchie memorie •molti altrimodell programma •quantum computing –qubit –coppie qubit –registri –porte piuqubit –no cloning theorem –loperatore hadamard –computazioni reversibili –lalgoritmo bernstein vazirani –lalgoritmo shor –teoria complessità quantum computing ,[3],"[(3, 0.9666543)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\00-introduzione-corso-01.pdf,2,"9/29/2021
300-introduzione -corso -01
5programma
•teoria della complessità e big data
–la classe Pspazio
–Pspazio -completezza
–teorema di Savitch
–le classi L e NL
–NL-completezza
–NL e co -NL
–algoritmi randomizzati e la classe BPP
6testi consigliati (consultazione )
•E. G. Rieffel , W. H. Polak
Quantum Computing: a Gentle Introduction
MIT Press 
•N. S. Yanofsky , M. A. Mannucci
Quantum Computing for Computer Scientists
Cambridge 
•Michael Sipser
Introduction to the Theory of Computation
Thompson
•lezioni suYoutube di Umesh Vazirani (notevoli!)5
6", introduzione corso programma •teoria complessità big data –la classe pspazio –pspazio completezza –teorema savitch –le classi nl –nl completezza –nl co nl –algoritmi randomizzati classe bpp testi consigliati consultazione •e g rieffel w h polak quantum computing gentle introduction mit press •n s yanofsky m a mannucci quantum computing for computer scientists cambridge •michael sipser introduction to the theory of computation thompson •lezioni suyoutube umesh vazirani notevoli ,[8],"[(8, 0.9816248)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\05-quantum-introduzione-03.pdf,0,"9/29/2021
105-quantum -introduzione -03
1Next Generation Computing Models
Quantum Computing
Introduzione
quantum computing
•un nuovo modello di calcolo che
–potrebbe essere fisicamente realizzabile
–potrebbe avere un vantaggio esponenziale, in alcuni 
casi, rispetto ai computer tradizionali 
•il modello pone una seria sfida alla strong 
Church -Turing Thesis
–che dice che qualunque modello di calcolo può essere 
simulato da una Macchina di Turing con al più uno 
svantaggio polinomiale in termini di tempo
21
2", quantum introduzione next generation computing models quantum computing introduzione quantum computing •un nuovo modello calcolo –potrebbe essere fisicamente realizzabile –potrebbe avere vantaggio esponenziale alcuni casi rispetto computer tradizionali •il modello pone seria sfida strong church turing thesis –che dice qualunque modello calcolo può essere simulato macchina turing svantaggio polinomiale termini tempo ,[5],"[(5, 0.9804271)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\05-quantum-introduzione-03.pdf,1,"9/29/2021
205-quantum -introduzione -03
quantum e non -quantum
•anche se il quantum computing dovesse 
affermarsi è ipotizzabile che i computer 
tradizionali continuino ad essere usati per 
risolvere la maggior parte dei problemi
3
un po’ di fisica
•per capire le basi del quantum computing occorre 
un pizzico di fisica
–i parametri fisici (energia, momento, spin, ….) di una 
particella elementare (es. elettrone) sono quantizzati e 
possono assumere valori solo in un insieme discreto
–gli stessi parametri ad un certo istante non hanno un 
valore che è un singolo numero; un parametro è 
invece associato a un’onda di probabilità 
(superposition )
–un parametro assume un singolo valore (collassa a un 
singolo numero) quando viene osservato 
43
4", quantum introduzione quantum quantum •anche quantum computing dovesse affermarsi ipotizzabile computer tradizionali continuino essere usati risolvere maggior parte problemi po’ fisica •per capire basi quantum computing occorre pizzico fisica –i parametri fisici energia momento spin … particella elementare es elettrone quantizzati possono assumere valori solo insieme discreto –gli parametri certo istante valore singolo numero parametro invece associato un’onda probabilità superposition –un parametro assume singolo valore collassa singolo numero quando viene osservato ,[5],"[(5, 0.98570955)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\05-quantum-introduzione-03.pdf,2,"9/29/2021
305-quantum -introduzione -03
qubit
•i computer tradizionali usano i bit, i cui valori 
possono essere 0 o 1
•i quantum computer usano i qubit
–normalmente particelle subatomiche come elettroni o 
fotoni in superposition
•generare e manipolare qubit è difficile
–IBM, Google, Rigetti Computing usano circuiti 
superconduttori raffreddati a temperature più fredde 
dello spazio profondo
–IonQ imprigiona atomi in campi elettromagnetici in 
camere ultra -high vacuum 5
due principali direzioni di lavoro
•sperimentale
–costruzione di computer che sfruttano i fenomeni 
della meccanica quantistica
•teorica
–quantum algorithms
•progetto di algoritmi che sfruttano il modello di calcolo 
della meccanica quantistica
–quantum protocols
•progetto di protocolli per trasmettere e ricevere 
informazioni sfruttando il modello di calcolo della 
meccanica quantistica
65
6", quantum introduzione qubit •i computer tradizionali usano bit valori possono essere •i quantum computer usano qubit –normalmente particelle subatomiche elettroni fotoni superposition •generare manipolare qubit difficile –ibm google rigetti computing usano circuiti superconduttori raffreddati temperature fredde spazio profondo –ionq imprigiona atomi campi elettromagnetici camere ultra high vacuum due principali direzioni lavoro •sperimentale –costruzione computer sfruttano fenomeni meccanica quantistica •teorica –quantum algorithms •progetto algoritmi sfruttano modello calcolo meccanica quantistica –quantum protocols •progetto protocolli trasmettere ricevere informazioni sfruttando modello calcolo meccanica quantistica ,[1],"[(1, 0.9865614)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\05-quantum-introduzione-03.pdf,3,"9/29/2021
405-quantum -introduzione -03
assiomi
studiamo un modello di calcolo che consente di 
astrarre rispetto alla meccanica quantistica, basato 
su tre assiomi
1.superposition
2.misura
3.evoluzione unitaria
7
ostacoli
•vettori e matrici
•numeri complessi
•un po’ di trigonometria
•pochissimo calcolo delle probabilità
87
8", quantum introduzione assiomi studiamo modello calcolo consente astrarre rispetto meccanica quantistica basato tre assiomi superposition misura evoluzione unitaria ostacoli •vettori matrici •numeri complessi •un po’ trigonometria •pochissimo calcolo probabilità ,[5],"[(5, 0.96249145)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\10-quantum-un-qubit-04.pdf,0,"9/29/2021
110-quantum -un-qubit -04
1Next Generation Computing Models
Quantum Computing
Un qubit
qubit
•nel calcolo tradizionale un bit può essere in 
alternativa nello stato 0o nello stato 1
•nel quantum computing si usano i qubit
•un qubit può essere simultaneamente nello stato 
0e nello stato 1(una superposition dei due stati)
21
2", quantum qubit next generation computing models quantum computing qubit qubit •nel calcolo tradizionale bit può essere alternativa stato o stato •nel quantum computing usano qubit •un qubit può essere simultaneamente stato e stato una superposition due stati ,"[1, 4, 5]","[(1, 0.29654115), (4, 0.2292528), (5, 0.45161217)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\10-quantum-un-qubit-04.pdf,1,"9/29/2021
210-quantum -un-qubit -04
qubit –ampiezze
•i due stati di base di un qubit si indicano di solito 
con |0e |1
•un qubit si trova in generale in uno stato descritto 
da 𝛼0|0+𝛼1|1, dove 𝛼0e 𝛼1sono numeri 
complessi ( 𝛼0,𝛼1∈𝕔) chiamati ampiezze
–con il vincolo |𝛼0|2+|𝛼1|2=1
–si ricorda che il modulo di un numero complesso z=
𝑥+𝑦𝑖è definito come 𝑧=𝑥2+𝑦2
–quindi 𝑧2=𝑥2+𝑦2
3
qubit –esempi 
•ad esempio un qubit può trovarsi nello 
stato(Τ12+Τ12𝑖)|ۧ0+ൗ1
2|ۧ1
–si noti come |(Τ12+Τ12𝑖)|2+|ൗ1
2|2=(
)Τ14+
Τ14+Τ12=1
•oppure un qubit può trovarsi nello stato 
ൗ1
2|0+ൗ1
2|1
43
4", quantum qubit qubit –ampiezze •i due stati base qubit indicano solito e  •un qubit trova generale stato descritto 𝛼𝛼 𝛼e 𝛼sono numeri complessi 𝛼𝛼∈𝕔 chiamati ampiezze –con vincolo 𝛼𝛼 –si ricorda modulo numero complesso z 𝑥𝑦𝑖è definito 𝑧𝑥𝑦 –quindi 𝑧𝑥𝑦 qubit –esempi •ad esempio qubit può trovarsi statoττ𝑖ۧൗ ۧ –si noti ττ𝑖ൗ τ ττ •oppure qubit può trovarsi stato ൗ ൗ  ,[5],"[(5, 0.97691804)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\10-quantum-un-qubit-04.pdf,2,"9/29/2021
310-quantum -un-qubit -04
qubit –misura
•quando un qubit è isolato si trova in una 
superposition
•quando viene misurato (osservato) collassa con 
probabilità |𝛼0|2a |0e con probabilità |𝛼1|2a 
|1
•dopo l’osservazione i valori di ampiezza sono 
irrimediabilmente perduti
–la misura disturba lo stato del sistema
5
qualche esempio sui numeri complessi
ricorda che 𝑖=−1e che 𝑖2=−1
•semplifica 𝑧=2+3𝑖−5𝑖+6
–𝑧=8−2𝑖
•semplifica 𝑧=(2+𝑖)2
–𝑧=4+4𝑖+𝑖2=4+4𝑖−1=3+4𝑖
•semplifica 𝑧=𝑖3(7+5𝑖)
–𝑧=−i7+5i=−7i−5𝑖2=−7𝑖+5=5−7i
65
6", quantum qubit qubit –misura •quando qubit isolato trova superposition •quando viene misurato osservato collassa probabilità 𝛼a e probabilità 𝛼a  •dopo l’osservazione valori ampiezza irrimediabilmente perduti –la misura disturba stato sistema qualche esempio numeri complessi ricorda 𝑖−e 𝑖− •semplifica 𝑧𝑖−𝑖 –𝑧−𝑖 •semplifica 𝑧𝑖 –𝑧𝑖𝑖𝑖−𝑖 •semplifica 𝑧𝑖𝑖 –𝑧−ii−i−𝑖−𝑖−i ,"[2, 5]","[(2, 0.58322805), (5, 0.38818893)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\10-quantum-un-qubit-04.pdf,3,"9/29/2021
410-quantum -un-qubit -04
qualche esempio sui numeri complessi
ricorda che il complesso coniugato di un numero 
complesso z=𝑥+𝑦𝑖è definito come തz=𝑥−𝑦𝑖
•calcola il complesso coniugato di 𝑧=2+3𝑖
–ҧ𝑧=2−3𝑖
•calcola il complesso coniugato di 𝑧=−𝑖
–ҧ𝑧=𝑖
7
qualche esempio sui qubit
•considera il qubit|ۧ𝜓=3
2|ۧ0−1
2|ۧ1
•quello mostrato è uno stato nel quale il qubit può 
effettivamente trovarsi?
–sì perché 3
22
+−1
22
=3
4+1
4=1
•se verrà misurato, con che probabilità il risultato 
della misura sarà |ۧ0?
–3
22
=3
4
87
8", quantum qubit qualche esempio numeri complessi ricorda complesso coniugato numero complesso z𝑥𝑦𝑖è definito തz𝑥−𝑦𝑖 •calcola complesso coniugato 𝑧𝑖 –ҧ𝑧−𝑖 •calcola complesso coniugato 𝑧−𝑖 –ҧ𝑧𝑖 qualche esempio qubit •considera qubitۧ𝜓 ۧ− ۧ •quello mostrato stato qubit può effettivamente trovarsi –sì − •se verrà misurato probabilità risultato misura ۧ – ,"[2, 5]","[(2, 0.21468116), (5, 0.75772077)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\10-quantum-un-qubit-04.pdf,4,"9/29/2021
510-quantum -un-qubit -04
qualche esempio sui qubit
•considera il qubit|ۧ𝜓=1
2|ۧ0−𝑖1
2|ۧ1
•quello mostrato è uno stato nel quale il qubit può 
effettivamente trovarsi?
–sì perché 1
22
+−𝑖1
22
=1
2+1
2=1
•se viene misurato, con che probabilità il risultato 
della misura sarà |ۧ0?
–1
2
9
qubit –rappresentazione vettoriale
•possiamo rappresentare lo stato descritto da 
𝛼0|0+𝛼1|1, in modo sintetico con  il vettore 
di numeri complessi 𝛼0
𝛼1
•quindi lo spazio degli stati di un qubit è uno 
spazio bidimensionale complesso
–detto spazio di Hilbert
•il vincolo di normalizzazione ci dice che il 
vettore di un qubit è anche unitario
–un vettore è unitario quando ha modulo (lunghezza) 
uguale a 1; si chiama anche versore 109
10", quantum qubit qualche esempio qubit •considera qubitۧ𝜓 ۧ−𝑖 ۧ •quello mostrato stato qubit può effettivamente trovarsi –sì −𝑖 •se viene misurato probabilità risultato misura ۧ – qubit –rappresentazione vettoriale •possiamo rappresentare stato descritto 𝛼𝛼 modo sintetico vettore numeri complessi 𝛼 𝛼 •quindi spazio stati qubit spazio bidimensionale complesso –detto spazio hilbert •il vincolo normalizzazione dice vettore qubit unitario –un vettore unitario quando modulo lunghezza uguale chiama versore ,"[1, 3]","[(1, 0.9414157), (3, 0.041557245)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\10-quantum-un-qubit-04.pdf,5,"9/29/2021
610-quantum -un-qubit -04
qubit –stati di base
•possiamo rappresentare lo stato descritto da 𝛼0=
1, e 𝛼1=0con il vettore 1
0
–quindi scrivere |0è equivalente a scrivere 1
0
•inoltre possiamo rappresentare lo stato descritto 
da 𝛼0=0, e 𝛼1=1con il vettore 0
1
–quindi scrivere |1è equivalente a scrivere 0
1
11
qubit –rappresentazione vettoriale
•quindi possiamo scrivere 𝛼0|0+𝛼1|1in forma 
vettoriale come  𝛼01
0+𝛼10
1=𝛼0
𝛼1
–i vettori 1
0e 0
1sono le basi della 
rappresentazione
•la notazione con le parentesi |𝑥non è che una 
forma sintetica per la rappresentazione vettoriale
–si chiama ket-notation ed è stata concepita da Dirac
–la forma |𝑥denota con il nome 𝑥un vettore colonna
1211
12", quantum qubit qubit –stati base •possiamo rappresentare stato descritto 𝛼 𝛼con vettore –quindi scrivere è equivalente scrivere •inoltre possiamo rappresentare stato descritto 𝛼 𝛼con vettore –quindi scrivere è equivalente scrivere qubit –rappresentazione vettoriale •quindi possiamo scrivere 𝛼𝛼in forma vettoriale 𝛼 𝛼 𝛼 𝛼 –i vettori e sono basi rappresentazione •la notazione parentesi 𝑥non forma sintetica rappresentazione vettoriale –si chiama ket notation stata concepita dirac –la forma 𝑥denota nome 𝑥un vettore colonna ,[3],"[(3, 0.98084813)]"
dataExtraction\data_test\rootfolder\universita\quantum computing\10-quantum-un-qubit-04.pdf,6,"9/29/2021
710-quantum -un-qubit -04
qubit –rappresentazione vettoriale
•quindi
–un qubit è quindi un vettore unitario in uno spazio 
vettoriale bidimensionale complesso
–la notazione usata per descrivere qubit è una 
notazione per descrivere vettori
13
es. sulla rappresentazione vettoriale
•considera il qubit|ۧ𝜓=3
2|ۧ0−1
2|ۧ1
•mostrane la reppresentazione vettoriale
–|ۧ𝜓=3
21
0−1
20
1=3
2
−1
2
1413
14", quantum qubit qubit –rappresentazione vettoriale •quindi –un qubit quindi vettore unitario spazio vettoriale bidimensionale complesso –la notazione usata descrivere qubit notazione descrivere vettori es rappresentazione vettoriale •considera qubitۧ𝜓 ۧ− ۧ •mostrane reppresentazione vettoriale –ۧ𝜓 − − ,"[1, 3, 6]","[(1, 0.29148892), (3, 0.44773945), (6, 0.23031943)]"
